macro,x,y,z,name,description,source
cluster_712_macro,105000000.0,0.0,-60620000.0,Loomanckstrat's Legacy,"This sector has had a turbulent history since long before its first discovery, despite being on the far edge of the Garenisk Void, a large area of space entirely devoid of stars. When it was first discovered, there were remnants of an ancient space battle, which provided fertile ground for archaeology expeditions, both by the original Boron discoverers and by their Argon allies. In the time since, however, the more peaceful inhabitants were forced out by pirates, who held the sector until the gate network collapse.\n\nWhen this sector was reconnected, a small free port was set up, ostensibly as a trading hub to be run independently from all other factions. Due to the pirate history of this sector, however, travel here should not be considered lightly. Whether the violence in this sector has once again reached its previous high level or not, has yet to be determined.",
cluster_713_macro,90000000.0,0.0,-34640000.0,CEO's Doubt,"While no Teladi would ever describe their sector as a backwater, it is unlikely that any of them would describe CEO's Doubt as a major commercial centre either. Despite this, the local inhabitants make the most of their situation by offering a greater range of wares and activities than one might otherwise assume from a sector of this size and traffic.\n\nCEO's Doubt is also the home of Zusilas Towisaris Yalos IX, famous for their express delivery service around the sector.",
cluster_714_macro,-60000000.0,0.0,-103920000.0,Freedom's Reach,"While Freedom's Reach is not the origin of racing, for a long time its name was synonymous with the sport; a location where aspiring young pilots would dream of flying to test their mettle against the best the universe had to offer.\n\nDue to its proximity to the lawless pirate sectors, losses for the races climbed steadily as they became more popular. This led to a collapse of the sport from which Freedom's Reach has not recovered. There are frequent rumours of racing making a comeback, but so far they have not materialised. In the time since, a research station has been set up to observe the sector, which has provided several major breakthroughs in the field of interplanetary propulsion.",
cluster_715_macro,-120000000.0,0.0,-69280000.0,Mists of Artemis,"This mysterious space, dotted with resource-rich asteroids, attracts adventurers, pirates, and miners, drawn by its strategic significance and the promise of ancient secrets. Despite the allure, the nebula's interference with technology makes navigation perilous, turning the Mists of Artemis into a double-edged sword of immense wealth and dangerous unpredictability.",
cluster_720_macro,-150000000.0,0.0,-17320000.0,Ore Belt,"This abandoned mining outpost was once surrounded by a dense field of resource-rich asteroids. After the deposits were exhausted, and shortly before the Fall of the Gates that preceded the period known as The Dark, the settlement was deserted, leaving its scant population of outlaws and their descendants in a dire situation. Of the former mineral wealth, little remains.",
cluster_721_macro,-210000000.0,0.0,69280000.0,Adventure's Promise,"Video footage of kilometre-long Sohnen vessels in this area of space was soon revealed as an optical illusion by principal UAP investigator Mich Vest of the Argon Federation. However, due to the initial hype surrounding the footage, this sector has both deterred regular prospectors from exploration and attracted adventure-seekers. The true nature of this sector, its resources, and its strategic relevance is yet to be evaluated.",
cluster_722_macro,-135000000.0,0.0,-95260000.0,Sanctum Verge,"This sector is home to a sizeable population of Kha'ak, dispatched from two large Hives, who lay claim to the resources available in its remote areas. Although excavation operations are further hindered by a region filled with micrometeoroids and inert gases, the wealth of available resources attracts risk-tolerant prospectors and investors.",
cluster_723_macro,-30000000.0,0.0,-121240000.0,Tempting Fumes,"The main feature of this area of space is its distinctive helium nebula, assumed to be a remnant of the accretion disk that formed the system only about 250 million years ago. Another remnant is the systems' asteroid field, which is most likely sparse in resources (pending verification). An abandoned Xenon Station awaits assessment concerning its operational status.",
cluster_724_macro,-210000000.0,0.0,-103920000.0,Circle of Deceit,"Known for its unusually high density of spaceship and orbital station wreckage, this sector appears to have been an old battleground. The reason for the supposed battle or battles remains unclear, since the only resource even remotely worth fighting over is its methane-helium cloud. It is quite possible that the sector held strategic importance when its two dormant Jump Gates were still operational.",
cluster_725_macro,-30000000.0,0.0,-17320000.0,Void of Opportunity,No information available,
cluster_601_macro,-150000000.0,0.0,103920000.0,Watchful Gaze,No information available,ego_dlc_boron
cluster_602_macro,-165000000.0,0.0,95260000.0,Barren Shores,No information available,ego_dlc_boron
cluster_603_macro,-180000000.0,0.0,86600000.0,Great Reef,No information available,ego_dlc_boron
cluster_604_macro,-180000000.0,0.0,69280000.0,Ocean of Fantasy,No information available,ego_dlc_boron
cluster_605_macro,-195000000.0,0.0,112580000.0,Sanctuary of Darkness,No information available,ego_dlc_boron
cluster_606_macro,-225000000.0,0.0,129900000.0,Kingdom End,"Although decades of isolation have taken their toll, this Boron core system has lost little of its former glory. Kingdom End not only prides itself on the spectacular array of trade wares and services available on its stations, but also on the hospitality and security it provides to anyone willing to make the journey. Many a weary traveller has been moved to quiet contemplation by this system's beguiling aura of tranquillity.\n\nNishala, the second innermost planet of the star Eo, is the birthplace of the Boron species and seat of government of the Queendom of Boron. Historical data suggests that during the onset of the Dark, roughly three quarters of the entire Boron population lived in the oceans that dominate this planet. Since then, that proportion has only increased.",ego_dlc_boron
cluster_607_macro,-240000000.0,0.0,121240000.0,Rolk's Demise,No information available,ego_dlc_boron
cluster_608_macro,-225000000.0,0.0,112580000.0,Atreus' Clouds,No information available,ego_dlc_boron
cluster_609_macro,-240000000.0,0.0,103920000.0,Menelaus' Oasis,No information available,ego_dlc_boron
cluster_730_macro,-150000000.0,0.0,0.0,Third Redemption,"Right until the eve of The Dark, alongside the occupation of Hewa, the Paranid defended this sector against continuous incursions by the Argon Federation. Considered a sacred place of rest for the souls of the fallen, this sector was once wealthy in minerals and gases. Decades after the Fall of the Gates, its current status remains yet to be determined.",ego_dlc_mini_01
cluster_740_macro,-45000000.0,0.0,-8660000.0,Scarlet Star,No information available,ego_dlc_mini_02
cluster_500_macro,-15000000.0,0.0,25980000.0,Avarice,"Some time before the Jump Gate shutdown, the Avarice system was sold by its original owner, a Teladi business, because it turned out to be a poor investment. The new owner, a company which acquired it comparatively cheaply, initially managed to turn a profit from this unexceptional system. After the network shut down, however, the company was unable to trade with other systems, and soon fell apart. Its assets were redistributed to help the people of Avarice cope with their new situation.\n\nNowadays, the system's most outstanding, and devastatingly dangerous, feature is the Tide phenomenon. This first manifested itself in the year 800 (NT), and brought with it an increase in stellar output. This first Tide occurred without prior warning and caught the Riptide Rakers unawares, decimating large parts of their population and leaving chaos in its wake. The people of Avarice would eventually learn how to endure the destructive force, but it remains ever-present. Life has adapted to the extraordinary phenomenon, with the inhabitants even learning to use the increased solar output to power efficient recycling systems and fuel their unique economy. Although the Riptide Rakers do trade with other groups, visitors from outside the system are a fairly rare occurrence, deterred by both the Tide phenomenon and the need to travel through pirate-infested space to reach Avarice.",ego_dlc_pirate
cluster_501_macro,-30000000.0,0.0,51960000.0,Windfall,"Even before the Jump Gate shutdown, the Windfall system was renowned for being home to some of the most affluent communities in the network, including captains of industry and the upper classes. These people were initially drawn to Windfall, and established their luxurious residences here, partly because it was an autonomous system connected to both Teladi and Argon space, but also to take advantage of its unique and attractive vistas. Their immense wealth came with a considerable amount of political influence. As a result, the elites inhabiting the system managed to avoid conforming to regulations or paying taxes, while still maintaining good relations with, and easy access to, both neighbouring markets. Since these communities were incredibly wealthy, they could also afford to hire private security forces to keep piracy at bay. Gambling and other indulgences were commonplace, and the system developed an extensive leisure industry.\n\nWhen the connection between Windfall and its surrounding systems was severed, the community that had formed wanted for nothing. They had food and money aplenty, and while the resources in the system were not well suited for maintaining large scale industry, that was not an immediate concern. Cut off from any potential outside danger, they lived a life of luxury, and every station was a haven of arts and culture, clubs and casinos. Although these communities were now safe from outside threats, these luxury industries had generated a seedy underbelly that had long attracted all sorts of disreputable people, and an infection was festering from within. Isolated, with nothing but time and money on their hands, it was not long before rogue security forces, small time crooks, and racketeers of all sorts, fought over control of these stations and their markets. The most prominent of these organisations would eventually become the Vigor Syndicate, which presided over Windfall's descent from an unregulated haven of the arts into a lawless, vicious place.",ego_dlc_pirate
cluster_502_macro,-45000000.0,0.0,43300000.0,Windfall,No information available,ego_dlc_pirate
cluster_503_macro,-45000000.0,0.0,25980000.0,Windfall,No information available,ego_dlc_pirate
cluster_504_macro,180000000.0,0.0,69280000.0,Unknown System,No information available,ego_dlc_pirate
cluster_400_macro,-105000000.0,0.0,147220000.0,Wretched Skies,"A lawless system on the outskirts of Patriarch Zyarth's dominion, inhabited by lesser Split families, the biggest of which are Valka and Phi, and Paranid colonists. It has always been surrounded by tales told of casualties so grave that large quantities of bodies can be observed scattered throughout, like another belt of fine asteroids ringing the gas giant. While these stories are hyperbolic and apocryphal, there is a kernel of truth to them. Wretched Skies  has always been used as a dump site by Split families, and is home to several Split prison colonies, housing disloyal family members. Most of the convicts are awaiting execution, which is carried out swiftly and efficiently by ejection into space.\n\nThe extraordinary body count is further compounded by occasional clashes between Split and Paranid forces. While the shutdown cut the Paranid colony off from the larger Godrealm, they have proven themselves to be resolute fighters worthy of the Patriarch's attention.",ego_dlc_split
cluster_401_macro,-45000000.0,0.0,129900000.0,Family Zhin,"Ruled at the time by the Patriarch Dhiok, this sector was plunged into a state of perpetual turmoil during the Jump Gate shutdown. Ambitious lesser families used the fact that Dhiok was cut off from the Patriarch of all Split's main domain to their advantage, and staged a siege on the regent Patriarch's seat of power. They chose to starve him out because Dhiok's defences were heavily fortified. To the besiegers, it was apparent that a direct attack on the station would lead to severe casualties on both sides, and was not a certain victory. But eventually, they grew restless and bored. The Patriarch of Family Zhin, leader of the revolt, feared that his coup would soon lose momentum, so he stepped up to challenge the regent to single combat in order to end the stalemate. Worried that he would dishonour himself and lose the support of the remaining loyal Split families, Patriarch Dhiok had no choice but to accept. The duel was swiftly carried out, and resulted in Zhin assuming control.\n\nWhen the Jump Gates reconnected, and Zhin was approached by Patriarch Zyarth, he was initially hesitant to relinquish sovereignty, but soon realised that his military would not stand a chance against the combined forces of Patriarchs Zyarth and Nhuut. Cautious not to repeat his predecessor's arrogant mistake, he yielded to Patriarch Zyarth to maintain a modicum of authority and power within the patriarchal structure.",ego_dlc_split
cluster_402_macro,-45000000.0,0.0,147220000.0,Family Kritt,"This system was once home to the ferocious family Njy, allies to the Patriarch of all Split, Rhonkar. Family Njy had a reputation of using ruthlessly ambitious tactics to gain any advantage over their adversaries. They often rigged their ships' engines with explosive devices to inflict coordinated damage on their opponents' carriers when they came into range. It was not uncommon for the crews stationed on the rigged ships to be oblivious to their strategies. Incredibly successful at first, their conduct eventually alienated them from their fellow Split families. When Patriarch Zyarth's fleet approached their Gate, Family Njy realised too late that they stood alone. They were succeeded by the family Kritt, who were careful to not repeat their predecessors' mistake. They swore fealty to the new Patriarch of all Split, Zyarth, and made an effort to reach out to other families residing in the system.",ego_dlc_split
cluster_403_macro,-120000000.0,0.0,138560000.0,Wretched Skies,"A lawless system on the outskirts of Patriarch Zyarth's dominion, inhabited by lesser Split families, the biggest of which are Valka and Phi, and Paranid colonists. It has always been surrounded by tales told of casualties so grave that large quantities of bodies can be observed scattered throughout, like another belt of fine asteroids ringing the gas giant. While these stories are hyperbolic and apocryphal, there is a kernel of truth to them. Wretched Skies  has always been used as a dump site by Split families, and is home to several Split prison colonies, housing disloyal family members. Most of the convicts are awaiting execution, which is carried out swiftly and efficiently by ejection into space.\n\nThe extraordinary body count is further compounded by occasional clashes between Split and Paranid forces. While the shutdown cut the Paranid colony off from the larger Godrealm, they have proven themselves to be resolute fighters worthy of the Patriarch's attention.",ego_dlc_split
cluster_404_macro,30000000.0,0.0,155880000.0,Zyarth's Dominion,"This system is a symbol of the warrior tenacity of the Split. Its long history of conflict with the Xenon occupying the bordering sector is one of the reasons why it fared comparatively well when the gates shut down. The resourceful Zyarth Family, accustomed to surviving on the outskirts and always opportunistic, soon thrived in the isolated sectors. It is notable that they were one of the very few families who were able to hold their own against the Xenon threat, despite receiving no support from the Patriarch Rhonkar. Other families, who were more reliant on Rhonkar's aid, quickly succumbed to the isolation.\n\nUpon reconnection, Patriarch Zyarth learned that he had outlived most Patriarchs of old, whose short rule was often the result of their confrontational nature and inter-family rows. Zyarth's Dominion  is situated in between the various Split systems. Spurred on by the fact that he had held his realm together in times of crisis while Rhonkar's Patriarchy fell apart, Zyarth turned his attention towards the other Split families. He is set on uniting the Split once again - by force, if necessary.",ego_dlc_split
cluster_405_macro,45000000.0,0.0,147220000.0,Zyarth's Dominion,"This system is a symbol of the warrior tenacity of the Split. Its long history of conflict with the Xenon occupying the bordering sector is one of the reasons why it fared comparatively well when the gates shut down. The resourceful Zyarth Family, accustomed to surviving on the outskirts and always opportunistic, soon thrived in the isolated sectors. It is notable that they were one of the very few families who were able to hold their own against the Xenon threat, despite receiving no support from the Patriarch Rhonkar. Other families, who were more reliant on Rhonkar's aid, quickly succumbed to the isolation.\n\nUpon reconnection, Patriarch Zyarth learned that he had outlived most Patriarchs of old, whose short rule was often the result of their confrontational nature and inter-family rows. Zyarth's Dominion  is situated in between the various Split systems. Spurred on by the fact that he had held his realm together in times of crisis while Rhonkar's Patriarchy fell apart, Zyarth turned his attention towards the other Split families. He is set on uniting the Split once again - by force, if necessary.",ego_dlc_split
cluster_406_macro,45000000.0,0.0,164540000.0,Zyarth's Dominion,"This system is a symbol of the warrior tenacity of the Split. Its long history of conflict with the Xenon occupying the bordering sector is one of the reasons why it fared comparatively well when the gates shut down. The resourceful Zyarth Family, accustomed to surviving on the outskirts and always opportunistic, soon thrived in the isolated sectors. It is notable that they were one of the very few families who were able to hold their own against the Xenon threat, despite receiving no support from the Patriarch Rhonkar. Other families, who were more reliant on Rhonkar's aid, quickly succumbed to the isolation.\n\nUpon reconnection, Patriarch Zyarth learned that he had outlived most Patriarchs of old, whose short rule was often the result of their confrontational nature and inter-family rows. Zyarth's Dominion  is situated in between the various Split systems. Spurred on by the fact that he had held his realm together in times of crisis while Rhonkar's Patriarchy fell apart, Zyarth turned his attention towards the other Split families. He is set on uniting the Split once again - by force, if necessary.",ego_dlc_split
cluster_407_macro,120000000.0,0.0,103920000.0,Family Tkr,"Home of the Family Tkr, who have long been held in low esteem by other Split families. They were held responsible for an incident on their shipyard, which left over five hundred Split dead in its wake. This caused a loss of honor, and the other families quickly turned their backs. Additionally, the destruction of the shipyard left their economy crippled. They would have faded away, were it not for the Patriarch of all Split at the time recognising the value of an indebted and fragile family in close proximity to Teladi systems. The Family Tkr was offered protection from the other families by the Patriarch as long as they supplied him with slaves and resources from outside Split space. Split politics are a chaotic affair, and the historic records are muddled, but some scholars have proposed theories that the shipyard incident might not have been an accident, but targeted sabotage, to keep an ambitious family in line.\n\nMore recently, Patriarch Zyarth has made significant efforts to fold Family Tkr back into his empire. He recognised that despite their lowly status they are a still an important factor in the Split hierarchy, and losing their support would shake up the fragile dynamics of power.",ego_dlc_split
cluster_408_macro,120000000.0,0.0,86600000.0,Thuruk's Demise,"Previously known as Thuruk's Beard, after the legendary Patriarch's infamous facial hair, this system used to be home to a large slave colony. The planet-bound colony was first founded in the days of the first unified space-faring Split Empire by Thuruk himself, but would only really rise to importance under Patriarch Chin t'Thhg. The thriving outpost provided the Split with ample workforce and raw resources, and had a significant impact on their military capabilities. During the Gate shutdown and Patriarch Rhonkar's abject failure to hold his empire together, the system quickly became a haven for the Free Families, who were looking to distance themselves from the Split feudal institution. Control over this system allowed Family Tkr to rise to prominence.\n\nShortly before tensions between Patriarch Zyarth and the rebellious Free Patriarchs escalated into open conflict, a catastrophic explosion devastated the planet, eradicating the colony and halting production on the outpost completely. Who was responsible for the disaster, as well as the exact cause of the event, is as of yet unknown. All the prevailing theories share in common that a weapons production facility was the epicentre of the explosion. However, several plausible alternatives exist: either the facility exploded due to negligent maintenance workers, a slave revolt got out of control, targeted sabotage from political opposition, or an experimental, high-powered projectile was launched from outside the stratosphere.",ego_dlc_split
cluster_409_macro,150000000.0,0.0,103920000.0,Tharka's Ravine,"This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.\n\nTharka's Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.",ego_dlc_split
cluster_410_macro,165000000.0,0.0,112580000.0,Tharka's Ravine,"This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.\n\nTharka's Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.",ego_dlc_split
cluster_411_macro,180000000.0,0.0,138560000.0,Heart of Acrimony,"A system of great significance to the Free Families. While they have made an effort to distance themselves from the imperialist patriarchal structures of old, the Free Families still hold with the tradition of honouring their fallen Patriarchs. In a show of deference, they host a funeral procession, which is usually only attended by family members and most distinguished guests. At the culmination of the ceremony, a funeral ship is sent through an otherwise deactivated accelerator.\n\nDue to its relative distance to the Zyarth Patriarchy, this system is also a gathering place for various factions opposed to Zyarth's patriarchal rule.",ego_dlc_split
cluster_412_macro,180000000.0,0.0,103920000.0,Tharka's Ravine,"This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.\n\nTharka's Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.",ego_dlc_split
cluster_413_macro,195000000.0,0.0,112580000.0,Tharka's Ravine,"This system was first explored by the Split Patriarch Tharka, whose family were venturing into the unknown after the Argon Federation denied them access to the Boron territories. Tharka was once a powerful family, but conflicts with Patriarch Rhonkar and dwindling resources pushed them further and further into remote space. They were driven by the need to locate and settle planets rich in resources in order to repair their standing.\n\nTharka's Ravine  represents the furthest family Tharka have come in their ambitious pursuit. However, the further they travelled, the more vulnerable they made themselves, and trailblazers can only endeavour so far before coming into contact with Xenon fleets. The Gate Shutdown only accelerated the decline of the Tharka family when they found themselves stretched thin, cut off from any outside aid, and trapped with a Xenon presence.",ego_dlc_split
cluster_414_macro,-45000000.0,0.0,164540000.0,Rhy's Defiance,"This system used to be the home of the venerable Family Rhy. Patriarch Rhy was a proud and respected ruler who kept his subjects in line throughout the isolation brought upon them by the Gates shutting down. He maintained a tight network of allies, the most notable of which was the Patriarch of all Split, Rhonkar, whom Rhy served as a spymaster in his expansionist campaigns. Rhy could trust his patron to keep the other Split families from making moves against him. This secure situation changed considerably when the Gates reactivated again, and Rhy found himself in close proximity to Xenon territory.\n\nHe reached out to Rhonkar for help, but he soon realised that he was on his own. Patriarch Zyarth had overthrown Rhonkar and was looking to establish himself as the uncontested ruler of Split society. He offered Patriarch Rhy a helping hand, but only under the condition that he subject himself to Zyarth rule. The proud Patriarch refused the offer. Instead, he mounted a final defence against the encroaching Xenon invaders. Some Split subjects fled the system, looking to join the newly established Free Families, but most stood their ground until the very end.",ego_dlc_split
cluster_415_macro,-30000000.0,0.0,173200000.0,Matrix #598,"The Xenon presence in this system has long been the source of conflict within Split society. Opinions on how to deal with them differ widely between Patriarchs. Some welcome the challenge of battling such a viciously dangerous foe; others are frustrated at the fact that it seems impossible to win the war and eradicate the self-replicating machines in their entirety. They hold the belief that there is no honour in killing a thing without consciousness. Patriarch Zyarth recognises the Xenon in this system as a tool to put pressure on other Patriarchs and secure their obedience. Additionally, his vast experience in engaging the Xenon proved helpful to him when the time came to subjugate his rival Patriarchs in combat.",ego_dlc_split
cluster_416_macro,90000000.0,0.0,138560000.0,Guiding Star,"Initially, the Argon Federation rushed to claim this system for its resources in anticipation of a potential conflict with the Terran Navy. At first, the colonists were wary of the vulnerability their remote position brought with it, but since those early stages of settlement, they managed to developed a sizeable industry, capable of sustaining and defending the system despite the distance to the heart of the Federation.\n\nThis self-reliance would prove critical when the Jump Gates disrupted the exchange of supplies between Guiding Star  and the rest of the Federation. It also gave the colonists a fighting chance against Split families looking to gain a foothold in the system and enslaving its inhabitants.",ego_dlc_split
cluster_417_macro,75000000.0,0.0,164540000.0,Eleventh Hour,"An outpost colonised by the Argon refugees who got cut off from the Federation when the Jump Gates ceased to function. Its proximity to Split territory, small size, and its inherent vulnerability, make it a primary target for any Split family looking for easily obtained slave labour. Since the realignment, those Argon citizens who have not yet been captured or killed by the Split have widely started fleeing the system, looking towards the stability and security the Argon Federation can provide them. Many of these refugees are forced to leave behind everything they possess when they set out for safety. Only very few stoic or brave pioneers remain behind to face the encroaching Split.",ego_dlc_split
cluster_418_macro,0.0,0.0,138560000.0,Family Nhuut,"This sector is the home to Family Nhuut, a very powerful family that has risen to prominence only recently. They are notable for displaying a very militaristic and expansionist attitude, even for Split standards. They ruthlessly take over smaller families, and fold them into their own military, which is ceaselessly growing. Patriarch Zyarth has arranged an uneasy alliance with Nhuut, and heavily relies on their military backing to scare the smaller families into obedience. Many wonder if Zyarth would be able to reign in the Nhuut Family should these underlying tensions ever explode to the surface, or if his reckless reliance on them as his enforcers might lead to his undoing.",ego_dlc_split
cluster_419_macro,30000000.0,0.0,121240000.0,Open Market,"Open Market  is a system which accommodates some of the most remote trading outposts of the Teladi Company. The traders who made this system their home, are notoriously tough, and ruthless. This can be attributed to their close proximity to the Split families, and the lawlessness and piracy surrounding them. When Jump Gates shut down, the Teladi in this system were left to their own devices, and their conduct shifted further away from that of the regular Teladi Company. In order to survive the isolation, they increased trade with the Split and tailored their supply to the Split's needs for labour. Upon reconnecting with the larger Commonwealth, many Teladi from outside the system voiced their unease about their connection to the slave trade.",ego_dlc_split
cluster_420_macro,45000000.0,0.0,112580000.0,Two Grand,"This bustling system used to be crucial to the Teladi Company's expansionist efforts. It supported the passing Teladi ships on their way to more remote systems. However, after the Gates shut down and colonisation efforts took a back seat to survival, the Teladi inhabiting the system shifted their attention towards their second pillar of industry: The system's moon had long been a survival training ground for the Company's Profit Protection troops. The troops' administration received more research funding, and recruitment efforts were increased significantly.\n\nThis measure was taken first and foremost to ensure the system could defend itself against any possible outside threat, but after the Gate Realignment, these troops were on the front lines of exploring and claiming systems for the Teladi Company.",ego_dlc_split
cluster_421_macro,120000000.0,0.0,121240000.0,Fires of Defeat,"This system has always represented a gateway to the Split empire, due to it being the access point to various important families. Ever since the time of the reign of Thuruk, Patriarch of all Split, generations of Split have spilled blood in attempts to gain or hold control over the system. Most recently, it has become the main theatre in the conflict between Patriarch Zyarth and the Free Families. When the gates reconnected, the Free Families turned this system into its first line of defence against Zyarth. Patriarch Zyarth, however, is pushing into that space, and recently won a historic battle, delivering a crippling blow to the Free Families.",ego_dlc_split
cluster_422_macro,-135000000.0,0.0,147220000.0,Wretched Skies,"A lawless system on the outskirts of Patriarch Zyarth's dominion, inhabited by lesser Split families, the biggest of which are Valka and Phi, and Paranid colonists. It has always been surrounded by tales told of casualties so grave that large quantities of bodies can be observed scattered throughout, like another belt of fine asteroids ringing the gas giant. While these stories are hyperbolic and apocryphal, there is a kernel of truth to them. Wretched Skies  has always been used as a dump site by Split families, and is home to several Split prison colonies, housing disloyal family members. Most of the convicts are awaiting execution, which is carried out swiftly and efficiently by ejection into space.\n\nThe extraordinary body count is further compounded by occasional clashes between Split and Paranid forces. While the shutdown cut the Paranid colony off from the larger Godrealm, they have proven themselves to be resolute fighters worthy of the Patriarch's attention.",ego_dlc_split
cluster_423_macro,-165000000.0,0.0,147220000.0,Litany of Fury,"After the shutdown of the Jump Gates, the isolated Paranid in this region of space believed themselves outcast and cursed for some cardinal sin, and learned to shun the place that, legend had it, housed the Pontifex's lingering wrath. Only the most devout of the priesthood regularly wandered into the vicinity of the fiery blasts to commune with the Pontifex's presence and receive holy visions of the last moments before their people's violent separation from the rest of the empire. Upon returning from their journeys of deep and troubled contemplation, they would endow gracious gifts upon their brethren: long forgotten rituals and reconstructed holy writs from the old days, which the inward-looking parishes would invoke for their own protection. However, this delicate arrangement was overthrown when an increased frequency of Xenon incursions began disturbing the pilgrimages to sacred communion. With no voice to guide them, the parishes had no choice but to band together and flee through the Litany of Fury, as out of crimson skies a gate appeared that led them back into the fold of their long-lost brethren. They soon found that, in contrast to the Gate network, the empire had never unravelled, and that Priest Emperor Xaar would require their utmost dedication to defend these farthest reaches of the realm against the incursion.",ego_dlc_split
cluster_424_macro,-180000000.0,0.0,155880000.0,Emperor's Pride,"As the result of a disastrous encounter with a spatial anomaly, a Split expedition led by Mo t'Knt, a direct descendant of Thuruk, Patriarch of all Split, found themselves far away from their empire. Despite the considerable distance from the rest of the Split systems, they were able to build up a truly special, and impressively wealthy, community, in which they shared their riches freely. They made the green planet their home. Perhaps it was the great distance from the Split Empire, and other families' petty conflicts that made them grow peaceful and complacent.\n\nTheir dropped guard, and distance to the greater Split realm, would ultimately be their undoing, when Paranid hard-line religious fanatics invaded the system in pursuit of its abundant resources. They drove out or killed all of the Split colonists. But, as is so often the case, these invaders too, were not meant to last. Shortly before the gate shutdown, they were unexpectedly besieged by Xenon forces, and when the Godrealm of the Paranid was finally able to re-establish a connection, the scouts found the system devoid of their brethren.",ego_dlc_split
cluster_425_macro,165000000.0,0.0,147220000.0,Heart of Acrimony,"A system of great significance to the Free Families. While they have made an effort to distance themselves from the imperialist patriarchal structures of old, the Free Families still hold with the tradition of honouring their fallen Patriarchs. In a show of deference, they host a funeral procession, which is usually only attended by family members and most distinguished guests. At the culmination of the ceremony, a funeral ship is sent through an otherwise deactivated accelerator.\n\nDue to its relative distance to the Zyarth Patriarchy, this system is also a gathering place for various factions opposed to Zyarth's patriarchal rule.",ego_dlc_split
cluster_100_macro,-195000000.0,0.0,8660000.0,Sol,No information available,ego_dlc_terran
cluster_101_macro,-210000000.0,0.0,17320000.0,Sol,No information available,ego_dlc_terran
cluster_102_macro,-225000000.0,0.0,25980000.0,Sol,No information available,ego_dlc_terran
cluster_104_macro,-210000000.0,0.0,34640000.0,Sol,No information available,ego_dlc_terran
cluster_106_macro,-225000000.0,0.0,43300000.0,Sol,No information available,ego_dlc_terran
cluster_107_macro,-210000000.0,0.0,-17320000.0,Sol,No information available,ego_dlc_terran
cluster_108_macro,-225000000.0,0.0,-25980000.0,Sol,No information available,ego_dlc_terran
cluster_109_macro,-240000000.0,0.0,-34640000.0,Sol,No information available,ego_dlc_terran
cluster_110_macro,-225000000.0,0.0,-43300000.0,Sol,No information available,ego_dlc_terran
cluster_111_macro,-240000000.0,0.0,-51960000.0,Sol,"As humanity's original home, this system holds a unique place in the hearts of those who still live there. In the time since humankind first threw off the shackles of Earth's gravity, the Sol system has been meticulously explored and mapped out. The majority of the system was gradually made accessible through a vast array of accelerators, connecting even the remote outer planets. These enabled colonists to settle further and further from Earth, and soon most of the Sol system was claimed.\n\nThanks to the system's size, and the explorers' surveying efforts, the inhabitants of the Sol system have access to an abundant supply of natural resources, giving them complete autonomy. Being already mostly self-sufficient, the inhabitants of Sol did not struggle much in the isolation brought on by the Jump Gate shutdown.\n\nWhile the orbits of most planets have been populated, Mars, along with Earth and the Moon, are the most densely populated settlements. As a result, Sol's cultural and political landscapes revolve heavily around these three locations, and the Terran people are extremely protective of what they perceive to be the core of their system.",ego_dlc_terran
cluster_112_macro,-120000000.0,0.0,69280000.0,Savage Spur,"This system was once heavily infested by Kha'ak, and so remained mostly uninhabited apart from the occasional Paranid explorer who dared to encroach. Due to its secluded nature, the system was also rumoured to be a haven for ruthless pirates who tried to avoid outside scrutiny. Shortly before the Jump Gates shut down, a sizeable Xenon fleet entered the system and began decimating the Kha'ak presence. It is entirely plausible that unsuspecting pirates were caught in the crossfire and found themselves trapped in close proximity to the Xenon, unable to escape. One can only wonder how long they held out before they perished.",ego_dlc_terran
